Heading,Spec Heading,Check Item,Features,Selected Item,GCMNA Point Person,Update Status,History,Places to reduce from 38 Meter,Builder  ID Number,Location,Category,Electrical,Unit Measurement (Feet),Preferred MFG,Model,Hyperlink,Source,Weight Per Unit (LBS),Quantity,Weight Total (LBS),% of Parent Weight,LCG,TCG,VCG,Longitudinal Moment,Transverse Moment (Port is Neg.),Vertical Moment,Material / Color,Size
Exterior Decks,"Main Deck Aft, Finish",,Table,TRUE,Chris,Updated,New,Sideways,NA,Main Deck Aft,Furniture Assembly,,Each,,,,Guess,40,1,40,3.86%,103.7,0,15.5,4148,0,620,,
Exterior Decks,"Main Deck Aft, Finish",,"Cushion, Aft Deck Settee",TRUE,Chris,Updated,New,Sideways,,Main Deck Aft,Fabrics,,CF,,,,Guess,3,20,60,5.79%,106,0,16,6360,0,960,,
Exterior Decks,"Main Deck Aft, Finish",,"Lifering, G-Series, White, 24""",TRUE,Chris,Updated,WP 3800,Sideways,225850,Main Deck Aft,TBD,,Each,Jim Buoy,GW-24,http://www.jimbuoy.com/pages/marine/liferings.htm,Manufacturer,3.5,1,3.5,0.34%,90.5,-7.3,17,317,-26,60,,
Exterior Decks,"Main Deck Aft, Finish",,"Television, Aft Deck",TRUE,Chris,Updated,WP 3800,Sideways,NA,Main Deck Aft,A/V,,Each,,,,Guess,50,1,50,4.82%,97.5,-9,19.5,4875,-450,975,,
Exterior Decks,"Main Deck Aft, Finish",,Sink,TRUE,Chris,Updated,WP 3800,Sideways,NA,Main Deck Aft,Plumbing Fixtures,,Each,,,,Guess,25,1,25,2.41%,97,-8.7,16,2425,-218,400,,
Exterior Decks,"Main Deck Aft, Finish",,Refrigerator,TRUE,Chris,Updated,WP 3800,Sideways,NA,Main Deck Aft,Appliances,,Each,Subzero,UC-24RO,https://www.subzero-wolf.com/trade-resources/product-specifications/product-specifications-detail/24-inch-outdoor-undercounter-refrigerator-stainless-door,Manufacturer,130,1,130,12.54%,99.6,-8.5,15.5,12948,-1105,2015,,
Exterior Decks,"Main Deck Aft, Finish",,"Teak Decking, including aft steps",TRUE,Chris,Updated,New,Down,NA,Swim Platform,Exterior Decking,,Sq. Ft.,,,,Guess,2,93,186,17.95%,112,0,8.5,20832,0,1581,,
Exterior Decks,Foredeck Rough In,TRUE,"Non Skid, Foredeck",TRUE,Chris,Updated,WP 3800,Down,NA,Foredeck,Exterior Decking,,SF,,,,Guess,1,25,25,4.46%,6.5,0,16.5,163,0,413,,
Exterior Decks,Foredeck Rough In,,"Burgee Staff, Foredeck",TRUE,Chris,Updated,WP 3800,Sideways,NA,Foredeck,TBD,,Each,,,,Guess,30,1,30,5.36%,0.5,0,19,15,0,570,,
Exterior Decks,Foredeck Rough In,,"Fender, Inflatable with Pump, Foredeck",TRUE,Chris,Updated,WP 3800,Sideways,201391,Foredeck,TBD,TBD,Each,,,,Guess,30,4,120,21.42%,6.7,0,15.5,804,0,1860,,
Exterior Decks,Foredeck Rough In,,"Boatswain Locker FRP, Foredeck",TRUE,Chris,Updated,WP 3800,Down,NA,Foredeck,FRP Assembly,,SF,,,,Guess,3.629,40,145.2,25.91%,6.7,0,15.5,973,0,2250,,
Exterior Decks,Foredeck Rough In,,"Dockline, 1"" Double Braided Black 68 ft each, Foredeck",TRUE,Chris,Updated,WP 3800,Sideways,205802,Foredeck,Provisioning,,Each,,,,Guess,6,40,240,42.84%,6.7,0,15.5,1608,0,3720,,
Exterior Decks,Foredeck Finish,,"Miscellaneous Electronics & Accessories, Foredecl",TRUE,Chris,Updated,WP 3800,Down,NA,Foredeck,Miscellaneous Electronics / Accessories,,Each,,,,Guess,30,1,30,10.07%,18,0,16.5,540,0,495,,
Exterior Decks,Foredeck Finish,,"Exterior Cushions, Settee, Foredeck",TRUE,Chris,Updated,N/A,Down,,Foredeck,Fabrics,,CF,,,,Guess,3,30,90,30.20%,19,0,16.5,1710,0,1485,,
Exterior Decks,Foredeck Finish,,Teak Decking,TRUE,Chris,Updated,N/A,Down,NA,Foredeck,Exterior Decking,,SF,,,,SolidWorks,2,89,178,59.73%,14.5,0,14.7,2581,0,2617,,
Exterior Decks,Side Deck Port Finish,,"Boarding Gate, FRP, Side Deck Port",TRUE,Chris,Updated,WP 3800,Sideways,,"Side Deck, Port",TBD,,,Westport Shipyard,TBD,,Guess,50,1,50,21.74%,56.6,-11.75,15.3,2830,-588,765,,
Exterior Decks,Side Deck Port Finish,,Teak Decking,TRUE,Chris,Updated,New,Down,NA,"Side Deck, Port",Exterior Decking,,SF,,,,Guess,2,90,180,78.26%,57.5,-10.5,13.9,10350,-1890,2502,,
Exterior Decks,Side Deck Stbd,,"Boarding Gate, FRP, Side Deck Stbd",TRUE,Chris,Updated,WP 3800,Sideways,,"Side Deck, STBD",TBD,,,Westport Shipyard,TBD,,,50,1,50,21.74%,56.6,11.75,15.3,2830,588,765,,
Exterior Decks,Side Deck Stbd,,Teak Decking,TRUE,Chris,Updated,New,Down,NA,"Side Deck, Port",Exterior Decking,,SF,,,,Guess,2,90,180,78.26%,57.5,10.5,13.9,10350,1890,2502,,
Life Saving Systems,Life Saving Systems Primary Features & Components,,"Life Raft, 16 Man A-Pack Low Profile",TRUE,Chris,Updated,,,,Flybridge,Safety,N/A,Each,ZODIAC,16TOLPC - Container: LPC N136H,http://www.surviteczodiac.com/LRDocs/Datasheets/SZ2_16DL_contround.pdf,,292,1,292,23.76%,91,9.7,22.3,26572,2832,6512,,
Life Saving Systems,RESCUE BOAT GRAB BAG,TRUE,STORM SEA ANCHOR,TRUE,Chris,Updated,WP 50M,Sideways,217131,Flybridge,Safety,N/A,Each,PARA-TECH,PARA6,https://www.seaanchor.com/sea-anchor/,Manufacter,6,1,6,8.05%,90.5,-9.4,22,543,-56,132,,
Life Saving Systems,RESCUE BOAT GRAB BAG,TRUE,ROPE FOR SEA ANCHOR,TRUE,Chris,Updated,WP 50M,Sideways,9620,Flybridge,Safety,N/A,Each,NEW ENG ROPE,7014-16-00600,https://www.fisheriessupply.com/new-england-rope-black-3-strand-nylon-line-7014-16-00600,Manufacturer,0.065,33,2.1,2.88%,90.5,-9.4,22,194,-20,47,,
Life Saving Systems,RESCUE BOAT GRAB BAG,TRUE,BUOYANT BAILER,TRUE,Chris,Updated,WP 50M,Sideways,205834,Flybridge,Safety,N/A,Each,-,-,,Estimate,0.1,1,0.1,0.13%,90.5,-9.4,22,9,-1,2,,
Life Saving Systems,RESCUE BOAT GRAB BAG,TRUE,WATER PROOF FLASHLIGHT,TRUE,Chris,Updated,WP 50M,Sideways,205635,Flybridge,Safety,N/A,Each,PELICAN,2000-YELLOW,https://www.thepelicanstore.com/lighting/flashlights/pelican-2000-sabrelite,Manufacturer,2,1,2,2.68%,90.5,-9.4,22,181,-19,44,,
Life Saving Systems,RESCUE BOAT GRAB BAG,TRUE,FLASHLIGHT BATTERIES (PLUS FULL SPARE SET = 6 C CELL TOTAL),TRUE,Chris,Updated,WP 50M,Sideways,41008,Flybridge,Safety,N/A,Each,RAYOVAC,AL-C,https://m.grainger.com/product/RAYOVAC-Battery-3WA31?fc=PDAP,Manufacturer,0.95,1,1,1.27%,90.5,-9.4,22,86,-9,21,,
Life Saving Systems,RESCUE BOAT GRAB BAG,TRUE,SPARE BULB OR LAMP FOR FLASHLIGHT,TRUE,Chris,Updated,WP 50M,Sideways,217132,Flybridge,Safety,N/A,Each,PELICAN,2004,https://www.pelican-case.com/20suphiplass.html,Estimate,0.1,1,0.1,0.13%,90.5,-9.4,22,9,-1,2,,
Life Saving Systems,RESCUE BOAT GRAB BAG,TRUE,ILLUMINATED COMPASS (CAN BE IN DASH OF TENDER),TRUE,Chris,Updated,WP 50M,Sideways,208385,Flybridge,Safety,N/A,Each,PLASTIMO,IRIS 50,https://www.plastimo.com/en/compas-iris-1773.html,Manufacturer,0.25,1,0.3,0.34%,90.5,-9.4,22,23,-2,6,,
Life Saving Systems,RESCUE BOAT GRAB BAG,TRUE,PORTABLE FIRE EXTINGUISHER,TRUE,Chris,Updated,WP 50M,Sideways,208386,Flybridge,Safety,N/A,Each,KIDDE,466627,https://www.kidde.com/home-safety/en/us/products/fire-safety/fire-extinguishers/for-home/466627/,Manufacturer,3.9,1,3.9,5.23%,90.5,-9.4,22,353,-37,86,,
Life Saving Systems,RESCUE BOAT GRAB BAG,TRUE,HORN OR WHISTLE (TENDER'S HORN IS SATISFACTORY),TRUE,Chris,Updated,WP 50M,Sideways,208464,Flybridge,Safety,N/A,Each,ECOBLAST,R5S3LDB4,https://safetycentral.com/collections/personal-protection/products/falcon-safety-aqua-blast-personal-watercraft-horn,Manufacturer,0.1,1,0.1,0.13%,90.5,-9.4,22,9,-1,2,,
Life Saving Systems,RESCUE BOAT GRAB BAG,TRUE,WATER PROOF FIRST AID KIT,TRUE,Chris,Updated,WP 50M,Sideways,205732,Flybridge,Safety,N/A,Each,ORION,964,https://www.fisheriessupply.com/orion-safety-weekender-first-aid-kit-964,Manufacturer,0.7,1,0.7,0.94%,90.5,-9.4,22,63,-7,15,,
Life Saving Systems,RESCUE BOAT GRAB BAG,TRUE,OFFSHORE SIGNAL FLARE KIT,TRUE,Chris,Updated,WP 50M,Sideways,208477,Flybridge,Safety,N/A,Each,ORION,549,https://www.fisheriessupply.com/orion-safety-alert-locate-plus-signal-and-first-aid-kit-549,,,1,0,0.00%,90.5,-9.4,22,0,0,0,,
Life Saving Systems,RESCUE BOAT GRAB BAG,TRUE,"INFLATABLE REPAIR KIT (PATCHES, GLUE & SCUFF PAD)",TRUE,Chris,Updated,WP 50M,Sideways,208387,Flybridge,Safety,N/A,Each,EVERCOAT,618,https://www.fisheriessupply.com/evercoat-inflatable-boat-repair-kit-100618,Manufacturer,1,1,1,1.34%,90.5,-9.4,22,91,-9,22,,
Life Saving Systems,RESCUE BOAT GRAB BAG,TRUE,BUOYANT KNIFE,TRUE,Chris,Updated,WP 50M,Sideways,205838,Flybridge,Safety,N/A,Each,PLASTIMO,11053,https://www.fisheriessupply.com/plastimo-pmo-11053-11053,Manufacturer,0.1,1,0.1,0.13%,90.5,-9.4,22,9,-1,2,,
Life Saving Systems,RESCUE BOAT GRAB BAG,TRUE,BUOYANT PADDLE OR OARS (W/BOAT HOOK),TRUE,Chris,Updated,WP 50M,Sideways,217133,Flybridge,Safety,N/A,Each,DAVIS,4372,https://www.davisnet.com/product/telescoping-paddleboat-hook-combination-32-66-in-80-to-170-cm/,Manufacturer,1,2,2,2.68%,90.5,-9.4,22,181,-19,44,,
Life Saving Systems,RESCUE BOAT GRAB BAG,TRUE,RESCUE QUOITS W/30M LINE,TRUE,Chris,Updated,WP 50M,Sideways,205832,Flybridge,Safety,N/A,Each,-,-,https://www.viking-life.com/en/boat-accessories/boats-and-davits-/lifeboats-hooks-and-davits-/5152-1003809-resque-quoit-one-size,Estimate,1,2,2,2.68%,90.5,-9.4,22,181,-19,44,,
Life Saving Systems,RESCUE BOAT GRAB BAG,TRUE,RESCUE BOAT RADAR REFLECTOR,TRUE,Chris,Updated,WP 50M,Sideways,232604,Flybridge,Safety,N/A,Each,MOBRI,S-2,https://www.fisheriessupply.com/mobri-s-2-hoistable-emergency-coastal-radar-reflectors-s2,Manufacturer,0.8,1,0.8,1.07%,90.5,-9.4,22,72,-8,18,,
Life Saving Systems,RESCUE BOAT GRAB BAG,TRUE,BUOYANT RESCUE BOAT TOW ROPE,TRUE,Chris,Updated,WP 50M,Sideways,205726,Flybridge,Safety,N/A,Each,NEW ENG ROPE,2373-14-00600,https://www.fisheriessupply.com/new-england-rope-dinghy-tow-and-water-rescue-rope-2373-14-00600,Manufacturer,0.05,165,8.3,11.07%,90.5,-9.4,22,747,-78,182,,
Life Saving Systems,RESCUE BOAT GRAB BAG,TRUE,RESCUE BOAT BOW PAINTER (ROPE),TRUE,Chris,Updated,WP 50M,Sideways,9620,Flybridge,Safety,N/A,Each,NEW ENG ROPE,7014-16-00600,https://www.fisheriessupply.com/new-england-rope-black-3-strand-nylon-line,Manufacturer,0.065,100,6.5,8.72%,90.5,-9.4,22,588,-61,143,,
Life Saving Systems,RESCUE BOAT GRAB BAG,TRUE,LARGE BAILER SPONGE,TRUE,Chris,Updated,WP 50M,Sideways,205731,Flybridge,Safety,N/A,Each,ARN,95-411,https://www.fisheriessupply.com/sm-arnold-large-bailer-sponge-95-411,Estimate,0.05,2,0.1,0.13%,90.5,-9.4,22,9,-1,2,,
Life Saving Systems,RESCUE BOAT GRAB BAG,TRUE,RECHARGEABLE SEARCH/SPOT LIGHT,TRUE,Chris,Updated,WP 50M,Sideways,217135,Flybridge,Safety,N/A,Each,BRINKMAN,800-1620-0,http://www.outdoorlightingsource.com/marine-spotlight.aspx?mid=1626&ctl=Product&target=dEnEPRxkoHEQWPVo5rK1IA%253d%253d#,Manufacturer,5.25,1,5.3,7.04%,90.5,-9.4,22,475,-49,116,,
Life Saving Systems,RESCUE BOAT GRAB BAG,TRUE,THERMAL PROTECTIVE SUIT,TRUE,Chris,Updated,WP 50M,Sideways,205730,Flybridge,Safety,N/A,Each,STEARNS,ITP1,https://www.fisheriessupply.com/stearns-thermal-protective-aid-garment-for-sedentary-use-itp1,Manufacturer,15,2,30,40.24%,90.5,-9.4,22,2715,-282,660,,
Life Saving Systems,RESCUE BOAT GRAB BAG,TRUE,RESCUE BOAT GEAR BAG,TRUE,Chris,Updated,WP 50M,Sideways,217136,Flybridge,Safety,N/A,Each,ACR,2272,https://www.acrartex.com/products/catalog/survival-products-gmdss/rapidditch-bag/#sthash.QyINogaT.dpbs,Manufacturer,2.3,1,2.3,3.09%,90.5,-9.4,22,208,-22,51,,
Life Saving Systems,RESCUE BOAT GRAB BAG,,"LADDER, DEBARKATION 12' (W/HOOKS IC# 216642)",TRUE,Chris,Updated,WP 50M,Sideways,208888,Flybridge,Stairs & Ladders,N/A,Each,ERIK,40763367,,Guess,40,1,40,3.25%,90.5,-9.4,22,3620,-376,880,,
Life Saving Systems,RESCUE BOAT GRAB BAG,,OIL SPILL RESPONSE KIT,TRUE,Chris,Updated,,,,Equipment Room,Safety,N/A,Each,,,,Estimate,100,1,100,8.14%,100,-10.5,7.2,10000,-1050,720,,
Life Saving Systems,LIFE SAVING GEAR,,"SUIT, IMMERSION SOLAS-USCG ADULT",FALSE,Chris,Updated,WP 50M,Down,222171,Aft Deck,Safety,N/A,Each,REVERE IMPERIAL,1409-J,https://shop.hamiltonmarine.com/products/survival-suit-imperial-44514.html,Manufacturer,14,16,,,83.5,0,21,,,,,
Life Saving Systems,LIFE SAVING GEAR,,"SUIT, IMMERSION SOLAS-USCG INTERMEDIATE",FALSE,Chris,Updated,WP 50M,Sideways,222172,Aft Deck,Safety,N/A,Each,REVERE IMPERIAL,1409-A,https://shop.hamiltonmarine.com/products/survival-suit-imperial-44514.html,Manufacturer,14,5,,,83.5,0,21,,,,,
Life Saving Systems,LIFE SAVING GEAR,,"JACKET, LIFE INFLATABLE ADULT PFD",TRUE,Chris,Updated,WP 50M,Down,234881,Aft Deck,Safety,N/A,Each,VIKING,PV9320,https://www.viking-life.com/en/lifejackets/immersion-suits-and-lifejackets/personal-protective-equipment/3372-pv9320-pv9320-constant-wear-solas-lifejacket-180-n-symmetrical-one-size,Manufacturer,5.1,20,102,74.73%,83.5,0,21,8517,0,2142,,
Life Saving Systems,LIFE SAVING GEAR,,"JACKET,LIFE VIKING INFLAT CHILD PFD",TRUE,Chris,Updated,WP 50M,Sideways,234882,Aft Deck,Safety,N/A,Each,VIKING,PV9313,https://www.viking-life.com/en/lifejackets/immersion-suits-and-lifejackets/personal-protective-equipment/3369-pv9313-pv9313-solas-lifejacket-junior-90-n-symmetrical-red-one-size,Manufacturer,2.75,6,16.5,12.09%,83.5,0,21,1378,0,347,,
Life Saving Systems,LIFE SAVING GEAR,,"LADDER, TELESCOPING 250 LB",TRUE,Chris,Updated,WP 50M,Down,207672,Aft Bilge,Stairs & Ladders,N/A,Each,TELESTEPS,1400T,https://www.amazon.com/Telesteps-1400E-Compliant-Telescoping-Extension/dp/B003YJLFCQ/ref=pd_lpo_vtph_lp_t_2?_encoding=UTF8&psc=1&refRID=09QA8RSZWM56J1RHH78T,Manufacturer,18,1,18,13.19%,105,-10.5,10,1890,-189,180,,
Life Saving Systems,Pilothouse Safety Equipment,,"FLARE, PARACHUTE WESSEX SOLAS",TRUE,Chris,Updated,,,208473,Pilothouse,Safety,N/A,Each,PAINS WESSEX,PWE 50570,https://www.fisheriessupply.com/pains-wessex-srv-50570-50570,Manufacturer,0.54,6,3.2,2.22%,57,6.9,22.9,185,22,74,,
Life Saving Systems,Pilothouse Safety Equipment,,"LIGHT, RESCUE WATER ACTIVATED",TRUE,Chris,Updated,,,222173,Pilothouse,Safety,BATTERY,Each,ACR,SOLAS EF,https://www.westmarine.com/buy/acr-electronics--firefly-pro-waterbug-solas-personal-rescue-strobe-automatic-activation--15083587?recordNum=3,Amazon,2,24,48,32.92%,57,6.9,22.9,2736,331,1099,,
Life Saving Systems,Pilothouse Safety Equipment,,"KIT, MEDICAL MCA CLASS A MSN 1768",TRUE,Chris,Updated,,,208431,Pilothouse,Safety,N/A,Each,MEDAIRE KIT,MCA 30 PERSON,,Estimate,15,1,15,10.29%,57,6.9,22.9,855,104,344,,
Life Saving Systems,Pilothouse Safety Equipment,,"ROPE, RESCUE MATE 100' IN THROW BAG",TRUE,Chris,Updated,,,206362,Pilothouse,Safety,N/A,Each,RESCUE MATE,STI I022,https://www.fisheriessupply.com/stearns-rescue-mate-rescue-bag,Estimate,7,2,14,9.60%,57,6.9,22.9,798,97,321,,
Life Saving Systems,Pilothouse Safety Equipment,,"DAYLIGHT SIGNAL LANTERN (W/BULB, CASE, BATTERY & CHARGER)",TRUE,Chris,Updated,,,205813,Pilothouse,Safety,24vdc,Each,FRANCIS,FSP127,https://www.safety-marine.co.uk/searchlights-and-torches/p5731s33/aldis-fsp127-mkv-signalling-lamp-only-solas-approved.htm,Manufacturer,4.8,1,4.8,3.29%,57,6.9,22.9,274,33,110,,
Life Saving Systems,Pilothouse Safety Equipment,,"COMPASS, IRIS 100",TRUE,Chris,Updated,,,205835,Pilothouse,Safety,N/A,Each,PLASTIMO,IRIS 100,https://www.westmarine.com/buy/plastimo--iris-100-universal-compass--254666,Manufacter,1.6,1,1.6,1.10%,57,6.9,22.9,91,11,37,,
Life Saving Systems,Pilothouse Safety Equipment,,"LINE THROWER, COMET SINGLE SHOT",TRUE,Chris,Updated,,,237347,Pilothouse,Safety,N/A,Each,PAINS WESSEX,Linethrower 250,https://www.painswessex.com/products/solas/linethrower-250,Manufacter,9.7,2,19.4,13.30%,57,6.9,22.9,1106,134,444,,
Life Saving Systems,Pilothouse Safety Equipment,,"CORD, POLYPROPYLENE 3/16"" (FOR SECURING P.H. SAFETY GEAR)",TRUE,Chris,Updated,,,208358,Pilothouse,Safety,N/A,Lin. Ft.,McMaster-Carr Supply Co.,8858T26,https://www.mcmaster.com/#8858t21/=1dab1iv,Amazon,0.011,100,1.1,0.75%,57,6.9,22.9,63,8,25,,
Life Saving Systems,Pilothouse Safety Equipment,,"HOOD, SCREW-IN .106 WIRE DIA 304SS (FOR SECURING P.H. GEAR)",TRUE,Chris,Updated,,,208359,Pilothouse,Safety,N/A,Each,McMaster-Carr Supply Co.,29905T39,https://www.mcmaster.com/#29905t39/=1daayet,Estimate,0.1,4,0.4,0.27%,57,6.9,22.9,23,3,9,SS 304,
Life Saving Systems,Pilothouse Safety Equipment,,"SLEEVE, OVAL 3/16"" X 1"" 304SS (FOR SECURING P.H. GEAR)",TRUE,Chris,Updated,,,208360,Pilothouse,Safety,N/A,Each,McMaster-Carr Supply Co.,3755T17,https://www.mcmaster.com/#3755t17/=1daayve,Estimate,0.1,8,0.8,0.55%,57,6.9,22.9,46,6,18,SS 304,
Life Saving Systems,Pilothouse Safety Equipment,,"HORN, AIR RECHARGEABLE W/HAND PUMP",TRUE,Chris,Updated,,,208464,Pilothouse,Safety,,Each,ECOBLAST,R5S3LDB4,,Amazon,0.3,1,0.3,0.21%,57,6.9,22.9,17,2,7,,
Life Saving Systems,Pilothouse Safety Equipment,,"MARKER, DOUBLE DIAMOND DAY",TRUE,Chris,Updated,,,214143,Pilothouse,Safety,,Each,JIM BUOY,CAL JUNE 1902,https://www.fisheriessupply.com/jim-buoy-day-shape-diamond-1902,Manufacturer,1.5,1,1.5,1.03%,57,6.9,22.9,86,10,34,,
Life Saving Systems,Pilothouse Safety Equipment,,"SIGNAL, DAY MARK BALL SHAPE 24"" D",TRUE,Chris,Updated,,,208476,Pilothouse,Safety,,Each,JIM BUOY,CAL JUNE 1900,https://www.fisheriessupply.com/jim-buoy-day-shape-ball-marker-signal-1900,Manufacturer,1.5,3,4.5,3.09%,57,6.9,22.9,257,31,103,,
Life Saving Systems,Pilothouse Safety Equipment,,"CARD, NO. 2 SOLAS",TRUE,Chris,Updated,,,205836,Pilothouse,Safety,,Each,-,-,,Estimate,0.1,2,0.2,0.14%,57,6.9,22.9,11,1,5,,
Life Saving Systems,Pilothouse Safety Equipment,,"SIGNAL, SMOKE/LT MAN-OVER-BOARD360",TRUE,Chris,Updated,,,206146,Pilothouse,Safety,,Each,PAINS WESSEX,MOB 360 53771-PP,https://www.solutiononemaritime.com/man-overboard/225-manoverboard-360-free-shipping.html,Manufacturer,7.66,2,15.3,10.51%,57,6.9,22.9,873,106,351,,
Life Saving Systems,Pilothouse Safety Equipment,,"TUBE, 1-7/8"" X 69"" I DRAWN (DAY MARK SIGNAL POLE SYSTEM)",TRUE,Chris,Updated,,,208368,Pilothouse,Safety,,Each,FORESPAR,406202,https://www.forespar.com/product385.html,Estimate,4,1,4,2.74%,57,6.9,22.9,228,28,92,,
Life Saving Systems,Pilothouse Safety Equipment,,"TUBE, INNER W/LOCK 1-3/4"" (DAY MARK SIGNAL POLE SYSTEM)",TRUE,Chris,Updated,,,208369,Pilothouse,Safety,,Each,FORESPAR,406211,https://www.forespar.com/product387.html,Estimate,3,1,3,2.06%,57,6.9,22.9,171,21,69,,
Life Saving Systems,Pilothouse Safety Equipment,,"FITTING, POLE LATCH (DAY MARK SIGNAL POLE SYSTEM)",TRUE,Chris,Updated,,,208370,Pilothouse,Safety,,Each,FORESPAR,304018,https://www.forespar.com/product248.html,Estimate,2,1,2,1.37%,57,6.9,22.9,114,14,46,,
Life Saving Systems,Pilothouse Safety Equipment,,"EPIRB, SMARTFIND PLUS GPS AUTO 406 MHZ",TRUE,Chris,Updated,,,26529,Pilothouse,Safety,,Each,McMURDO,10-82-800-002A,https://www.westmarine.com/buy/mcmurdo--smartfind-plus-g5-gps-category-i-epirb--9941519,Manufacturer,1.5,1,1.5,1.03%,57,6.9,22.9,86,10,34,,
Life Saving Systems,Pilothouse Safety Equipment,,9 GHZ RADAR S4 SART,TRUE,Chris,Updated,,,22409,Pilothouse,Safety,,Each,McMURDO,86-300-01,https://www.defender.com/product.jsp?id=586007,Manufacturer,1.75,1,1.8,1.20%,57,6.9,22.9,100,12,40,,
Life Saving Systems,Pilothouse Safety Equipment,,GMDSS VHF RADIO HAND-HELD W/SEALED SPARE BATTERY,TRUE,Chris,Updated,,,213057,Pilothouse,Safety,,Each,ICOM,IC-GM1600,https://www.westmarine.com/buy/icom--gm1600-survival-craft-handheld-vhf-radio--10617447,Manufacturer,0.9,2,1.8,1.23%,57,6.9,22.9,103,12,41,,
Life Saving Systems,Pilothouse Safety Equipment,,MOISTURE PROOF PRINT TUBE (FOR SAFETY PLAN),TRUE,Chris,Updated,,,208481,Pilothouse,Safety,,Each,ALVIN,ART37,,Amazon,1.6,1,1.6,1.10%,57,6.9,22.9,91,11,37,,
Life Saving Systems,FIRE SAFETY GEAR (DOES NOT INCLUDE FIXED SYSTEMS),,"SUIT, FIRE PKG W/ CASE WFS BLK LRG",FALSE,Chris,Updated,,,213815,Crew's Mess,Safety,N/A,Each,WESTERN FIRE KIT,MULTIPLE,https://www.westernfireandsafety.com/product/frmn450-35m-pant-firemans-pants-chieftain/,Manufacturer,26,2,,,38,-5.9,7.1,,,,,
Life Saving Systems,FIRE SAFETY GEAR (DOES NOT INCLUDE FIXED SYSTEMS),,"SCBA, INTERSPIRO SPIROMATIC W/ CASE",FALSE,Chris,Updated,,,213816,Crew's Mess,Safety,N/A,Each,INTERSPIRO,SPIROMATIC 30,https://www.westernfireandsafety.com/product/s3-lp-pivot-waist-wpass-ii/,Manufacturer,16.4,2,,,35,-2.5,7.1,,,,,
Life Saving Systems,FIRE SAFETY GEAR (DOES NOT INCLUDE FIXED SYSTEMS),,"ADAPTER, SCUBA FILL SYA 3030",FALSE,Chris,Updated,,,210812,Control Room,Safety,N/A,Each,BROWNIE DIVE EQUIP,SYA-3030 CGA346,,Estimate,3,1,,,98.5,9.5,7.5,,,,,
Life Saving Systems,FIRE SAFETY GEAR (DOES NOT INCLUDE FIXED SYSTEMS),,"BLANKET, FIRE",TRUE,Chris,Updated,,,205631,Galley,Safety,N/A,Each,SELLSTROM,17932,https://www.grainger.com/product/SELLSTROM-Fire-Blanket-and-Pouch-1N783,Manufacturer,4.15,1,4.2,0.94%,35,-2.5,7.5,145,-10,31,,
Life Saving Systems,FIRE SAFETY GEAR (DOES NOT INCLUDE FIXED SYSTEMS),,"HOOK, UTILITY SS 18-8 304 (HANGING FIRE BLANKET)",TRUE,Chris,Updated,,,209827,Galley,Safety,N/A,Each,McMaster-Carr Supply Co.,11855A14,https://www.mcmaster.com/#11855a14/=1da8nuv,Estimate,0.5,1,0.5,0.11%,35,-2.5,7.5,18,-1,4,,
Life Saving Systems,FIRE SAFETY GEAR (DOES NOT INCLUDE FIXED SYSTEMS),,"EXTINGUISHER, FIRE 10# CHROME",TRUE,Chris,Updated,,,208568,Engine  Room,Safety,N/A,Each,AMEREX,B441C,https://fireextinguisherdepot.com/fire-extinguishers/marine-fire-extinguishers/amerex-b441-abc-fire-extinguisher-10-lb-rechargeable-ul-rating-4a-80b-c.html,Manufacturer,18,2,36,8.18%,96.5,0,9,3474,0,324,,
Life Saving Systems,FIRE SAFETY GEAR (DOES NOT INCLUDE FIXED SYSTEMS),,"BRACKET, FIRE EXTINGUISHER 809 (FOR CHROME ABC)",TRUE,Chris,Updated,,,208569,Engine  Room,Safety,N/A,Each,AMEREX,809,http://www.firesafetysupply.net/shop/amerex-809-5-cylinder-diameter-heavy-duty-fire-extinguisher-bracket/,Manufacturer,6.5,2,13,2.95%,96.5,0,9,1255,0,117,,
Life Saving Systems,FIRE SAFETY GEAR (DOES NOT INCLUDE FIXED SYSTEMS),,"EXTINGUISHER, FIRE ABC 5 LB",TRUE,Chris,Updated,WP 50m,Down,205638,Guest Stateroom Port Aft,Safety,N/A,Each,KIDDE,PRO5TCM,https://www.grainger.com/product/KIDDE-Fire-Extinguisher-5T899,Manufacturer,9,4,36,8.18%,63.9,0,7.8,2300,0,281,,
Life Saving Systems,FIRE SAFETY GEAR (DOES NOT INCLUDE FIXED SYSTEMS),,"BRACKET, FIRE EXTINGUISHER 4T308 (FOR 5# ABC)",TRUE,Chris,Updated,WP 50m,Down,6993,"Guest Stateroom, Fwd Starboard",Safety,N/A,Each,KIDDE,466400,https://www.grainger.com/product/KIDDE-Fire-Extinguisher-Wall-Hanger-4T308?internalSearchTerm=Fire+Extinguisher+Wall+Hanger%2C5+lb.&suggestConfigId=8&searchBar=true&suggestConfigId=8&searchBar=true,Manufacturer,0.6,4,2.4,0.55%,63.9,0,7.8,153,0,19,,
